a|PersonType|NameStyle|Title|FirstName|MiddleName|LastName|Suffix|EmailPromotion|AdditionalContactInfo
10155|IN|0|NULL|Ruben|D|Rubio|NULL|2|NULL
10156|IN|0|NULL|Haley|NULL|Scott|NULL|1|NULL
10157|IN|0|NULL|Rebecca|E|Scott|NULL|2|NULL
10158|IN|0|NULL|Darren|NULL|Suri|NULL|0|NULL
10159|IN|0|NULL|Madeline|NULL|Scott|NULL|0|NULL
10160|IN|0|NULL|Sophia|M|Scott|NULL|0|NULL
10161|IN|0|NULL|Darren|E|Kapoor|NULL|2|NULL
10162|IN|0|NULL|Mary|NULL|Scott|NULL|0|NULL
10163|IN|0|NULL|Darren|NULL|Chandra|NULL|1|NULL
10164|IN|0|NULL|Amber|B|Scott|NULL|2|NULL
10165|IN|0|NULL|Darren|C|Patel|NULL|1|NULL
10166|IN|0|NULL|Jenna|M|Scott|NULL|0|NULL
10167|IN|0|NULL|Darren|A|Weber|NULL|1|NULL
10168|IN|0|NULL|Jordan|NULL|Scott|NULL|1|NULL
10169|IN|0|NULL|Arturo|R|Hu|NULL|2|NULL
10170|IN|0|NULL|Darren|L|Malhotra|NULL|1|NULL
10171|IN|0|NULL|Darren|E|Sai|NULL|0|NULL
10172|IN|0|NULL|Darren|NULL|Arun|NULL|0|NULL
10173|IN|0|NULL|Bailey|A|Scott|NULL|0|NULL
10174|IN|0|NULL|Darren|NULL|Madan|NULL|2|NULL
10175|IN|0|NULL|Mackenzie|L|Scott|NULL|0|NULL
10176|IN|0|NULL|Darren|P|Srini|NULL|2|NULL
10177|IN|0|NULL|Gabriella|A|Scott|NULL|1|NULL
10178|IN|0|NULL|Darren|NULL|Prasad|NULL|0|NULL
10179|IN|0|NULL|Sara|C|Scott|NULL|0|NULL
10180|IN|0|NULL|Darren|A|Saunders|NULL|0|NULL
10181|IN|0|NULL|Janet|L|Scott|NULL|0|NULL
10182|IN|0|NULL|Darren|M|Rana|NULL|0|NULL
10183|IN|0|NULL|Katelyn|NULL|Scott|NULL|1|NULL
10184|IN|0|NULL|Darren|K|Raman|NULL|0|NULL
10185|IN|0|NULL|Arturo|M|Cai|NULL|0|NULL
10186|IN|0|NULL|Darren|NULL|Garcia|NULL|2|NULL
10187|IN|0|NULL|Savannah|E|Scott|NULL|1|NULL
10188|IN|0|NULL|Darren|NULL|Fernandez|NULL|0|NULL
10189|IN|0|NULL|Kaylee|L|Scott|NULL|0|NULL
10190|IN|0|NULL|Darren|NULL|Lopez|NULL|0|NULL
10191|IN|0|NULL|Allison|NULL|Scott|NULL|2|NULL
10192|IN|0|NULL|Darren|NULL|Gonzalez|NULL|0|NULL
10193|IN|0|NULL|Darren|I|Rodriguez|NULL|0|NULL
10194|IN|0|NULL|Chloe|J|Green|NULL|1|NULL
10195|IN|0|NULL|Julia|NULL|Green|NULL|2|NULL
10196|IN|0|NULL|Darren|NULL|Sanchez|NULL|1|NULL
10197|IN|0|NULL|Jennifer|NULL|Green|NULL|2|NULL
10198|IN|0|NULL|Kaitlyn|J|Green|NULL|0|NULL
10199|IN|0|NULL|Morgan|M|Green|NULL|0|NULL
10200|IN|0|NULL|Arturo|S|Zeng|NULL|2|NULL
10201|IN|0|NULL|Darren|NULL|Martin|NULL|0|NULL
10202|IN|0|NULL|Isabella|NULL|Green|NULL|0|NULL
10203|IN|0|NULL|Natalie|E|Green|NULL|0|NULL
10204|IN|0|NULL|Darren|A|Ruiz|NULL|2|NULL
10205|IN|0|NULL|Alexandra|M|Green|NULL|1|NULL
10206|IN|0|NULL|Darren|NULL|Diaz|NULL|2|NULL
10207|IN|0|NULL|Sydney|NULL|Green|NULL|1|NULL
10208|IN|0|NULL|Katherine|J|Green|NULL|0|NULL
10209|IN|0|NULL|Amanda|NULL|Green|NULL|0|NULL
10210|IN|0|NULL|Darren|A|Hernandez|NULL|1|NULL
10211|IN|0|NULL|Stephanie|NULL|Green|NULL|0|NULL
10212|IN|0|NULL|Hailey|W|Green|NULL|0|NULL
10213|IN|0|NULL|Darren|NULL|Alvarez|NULL|0|NULL
10214|IN|0|NULL|Gabrielle|M|Green|NULL|1|NULL
10215|IN|0|NULL|Darren|W|Jiménez|NULL|1|NULL
10216|IN|0|NULL|Rebecca|NULL|Green|NULL|0|NULL
10217|IN|0|NULL|Madeline|NULL|Green|NULL|0|NULL
10218|IN|0|NULL|Sophia|E|Green|NULL|0|NULL
10219|IN|0|NULL|Darren|NULL|Moreno|NULL|0|NULL
10220|IN|0|NULL|Mary|S|Green|NULL|1|NULL
10221|IN|0|NULL|Darren|NULL|Munoz|NULL|0|NULL
10222|IN|0|NULL|Darren|NULL|Alonso|NULL|0|NULL
10223|IN|0|NULL|Amber|NULL|Green|NULL|1|NULL
10224|IN|0|NULL|Courtney|M|Green|NULL|0|NULL
10225|IN|0|NULL|Darren|A|Romero|NULL|0|NULL
10226|IN|0|NULL|Jenna|J|Green|NULL|0|NULL
10227|IN|0|NULL|Jordan|L|Green|NULL|0|NULL
10228|IN|0|NULL|Sierra|L|Green|NULL|0|NULL
10229|IN|0|NULL|Darren|E|Navarro|NULL|0|NULL
10230|IN|0|NULL|Bailey|NULL|Green|NULL|0|NULL
10231|IN|0|NULL|Darren|A|Gutierrez|NULL|1|NULL
10232|IN|0|NULL|Darren|NULL|Townsend|NULL|0|NULL
10233|IN|0|NULL|Mackenzie|C|Green|NULL|2|NULL
10234|IN|0|NULL|Gabriella|C|Green|NULL|0|NULL
10235|IN|0|NULL|Darren|M|Dominguez|NULL|0|NULL
10236|IN|0|NULL|Sara|J|Green|NULL|0|NULL
10237|IN|0|NULL|Darren|M|Gill|NULL|1|NULL
10238|IN|0|NULL|Jan|J|Green|NULL|0|NULL
10239|IN|0|NULL|Darren|NULL|Vazquez|NULL|0|NULL
10240|IN|0|NULL|Darren|NULL|Blanco|NULL|0|NULL
10241|IN|0|NULL|Katelyn|NULL|Green|NULL|1|NULL
10242|IN|0|NULL|Darren|NULL|Serrano|NULL|0|NULL
10243|IN|0|NULL|Darren|NULL|Ramos|NULL|1|NULL
10244|IN|0|NULL|Savannah|M|Green|NULL|0|NULL
10245|IN|0|NULL|Kaylee|C|Green|NULL|0|NULL
10246|IN|0|NULL|Allison|NULL|Green|NULL|1|NULL
10247|IN|0|NULL|Arturo|A|Deng|NULL|1|NULL
10248|IN|0|NULL|Darren|D|Carlson|NULL|0|NULL
10249|IN|0|NULL|Andrea|NULL|Green|NULL|0|NULL
10250|IN|0|NULL|Darren|C|Suarez|NULL|1|NULL
10251|IN|0|NULL|Chloe|A|Adams|NULL|1|NULL
10252|IN|0|NULL|Darren|NULL|Schmidt|NULL|2|NULL
10253|IN|0|NULL|Julia|N|Adams|NULL|0|NULL
10254|IN|0|NULL|Darren|NULL|Rubio|NULL|2|NULL
10255|IN|0|NULL|Jay|NULL|Suri|NULL|0|NULL
10256|IN|0|NULL|Jay|F|Kapoor|NULL|0|NULL
10257|IN|0|NULL|Jennifer|NULL|Adams|NULL|2|NULL
10258|IN|0|NULL|Kaitlyn|A|Adams|NULL|0|NULL
10259|IN|0|NULL|Morgan|NULL|Adams|NULL|0|NULL
10260|IN|0|NULL|Jay|NULL|Chandra|NULL|0|NULL
10261|IN|0|NULL|Isabella|NULL|Adams|NULL|1|NULL
10262|IN|0|NULL|Natalie|P|Adams|NULL|1|NULL
10263|IN|0|NULL|Alexandra|J|Adams|NULL|0|NULL
10264|IN|0|NULL|Jay|NULL|Patel|NULL|0|NULL
10265|IN|0|NULL|Sydney|NULL|Adams|NULL|0|NULL
10266|IN|0|NULL|Jay|A|Weber|NULL|0|NULL
10267|IN|0|NULL|Jay|NULL|Malhotra|NULL|0|NULL
10268|IN|0|NULL|Katherine|M|Adams|NULL|2|NULL
10269|IN|0|NULL|Arturo|NULL|Shen|NULL|0|NULL
10270|IN|0|NULL|Jay|A|Sai|NULL|0|NULL
10271|IN|0|NULL|Jay|R|Arthur|NULL|1|NULL
10272|IN|0|NULL|Jay|L|Madan|NULL|0|NULL
10273|IN|0|NULL|Jay|M|Srini|NULL|0|NULL
10274|IN|0|NULL|Amanda|P|Adams|NULL|1|NULL
10275|IN|0|NULL|Jay|NULL|Prasad|NULL|2|NULL
10276|IN|0|NULL|Jay|M|Sara|NULL|0|NULL
10277|IN|0|NULL|Stephanie|R|Adams|NULL|1|NULL
10278|IN|0|NULL|Jay|NULL|Rana|NULL|1|NULL
10279|IN|0|NULL|Hailey|M|Adams|NULL|0|NULL
10280|IN|0|NULL|Jay|M|Raman|NULL|1|NULL
10281|IN|0|NULL|Maria|N|Adams|NULL|1|NULL
10282|IN|0|NULL|Gabrielle|J|Adams|NULL|0|NULL
10283|IN|0|NULL|Haley|M|Adams|NULL|0|NULL
10284|IN|0|NULL|Rebecca|F|Adams|NULL|0|NULL
10285|IN|0|NULL|Arturo|J|Xie|NULL|2|NULL
10286|IN|0|NULL|Jay|S|Mehta|NULL|0|NULL
10287|IN|0|NULL|Jay|NULL|Garcia|NULL|2|NULL
10288|IN|0|NULL|Jay|NULL|Fernandez|NULL|2|NULL
10289|IN|0|NULL|Mary|D|Adams|NULL|2|NULL
10290|IN|0|NULL|Jay|A|Lopez|NULL|2|NULL
10291|IN|0|NULL|Jay|NULL|Martinez|NULL|2|NULL
10292|IN|0|NULL|Amber|NULL|Adams|NULL|1|NULL
10293|IN|0|NULL|Courtney|C|Adams|NULL|0|NULL
10294|IN|0|NULL|Jay|C|Gonzalez|NULL|0|NULL
10295|IN|0|NULL|Jenna|L|Adams|NULL|2|NULL
10296|IN|0|NULL|Jay|M|Rodriguez|NULL|2|NULL
10297|IN|0|NULL|Jordan|F|Adams|NULL|0|NULL
10298|IN|0|NULL|Jay|W|Sanchez|NULL|0|NULL
10299|IN|0|NULL|Bailey|NULL|Adams|NULL|0|NULL
10300|IN|0|NULL|Mackenzie|A|Adams|NULL|0|NULL
10301|IN|0|NULL|Jay|M|Perez|NULL|2|NULL
10302|IN|0|NULL|Gabriella|K|Adams|NULL|0|NULL
10303|IN|0|NULL|Sara|A|Adams|NULL|2|NULL
10304|IN|0|NULL|Jada|NULL|Adams|NULL|0|NULL
10305|IN|0|NULL|Katelyn|W|Adams|NULL|0|NULL
10306|IN|0|NULL|Jay|NULL|Martin|NULL|0|NULL
10307|IN|0|NULL|Arturo|S|Tang|NULL|0|NULL
10308|IN|0|NULL|Jay|NULL|Gomez|NULL|0|NULL
10309|IN|0|NULL|Savannah|NULL|Adams|NULL|0|NULL
10310|IN|0|NULL|Jay|L|Ruiz|NULL|0|NULL
10311|IN|0|NULL|Kaylee|F|Adams|NULL|0|NULL
10312|IN|0|NULL|Allison|L|Adams|NULL|2|NULL
10313|IN|0|NULL|Jay|NULL|Diaz|NULL|2|NULL
10314|IN|0|NULL|Andrea|M|Adams|NULL|1|NULL
10315|IN|0|NULL|Jay|NULL|Hernandez|NULL|1|NULL
10316|IN|0|NULL|Chloe|NULL|Baker|NULL|2|NULL
10317|IN|0|NULL|Julia|NULL|Baker|NULL|0|NULL
10318|IN|0|NULL|Jay|D|Alvarez|NULL|0|NULL
10319|IN|0|NULL|Jennifer|M|Baker|NULL|2|NULL
10320|IN|0|NULL|Kaitlyn|L|Baker|NULL|0|NULL
10321|IN|0|NULL|Morgan|NULL|Baker|NULL|2|NULL
10322|IN|0|NULL|Isabella|A|Baker|NULL|1|NULL
10323|IN|0|NULL|Jay|J|Moreno|NULL|0|NULL
10324|IN|0|NULL|Jay|NULL|Moyer|NULL|0|NULL
10325|IN|0|NULL|Natalie|NULL|Baker|NULL|2|NULL
10326|IN|0|NULL|Jay|A|Alonso|NULL|0|NULL
10327|IN|0|NULL|Alexandra|NULL|Baker|NULL|1|NULL
10328|IN|0|NULL|Sydney|A|Baker|NULL|0|NULL
10329|IN|0|NULL|Katherine|NULL|Baker|NULL|0|NULL
10330|IN|0|NULL|Jay|N|Romero|NULL|1|NULL
10331|IN|0|NULL|Arturo|R|Xu|NULL|0|NULL
10332|IN|0|NULL|Jay|K|Nicholls|NULL|2|NULL
10333|IN|0|NULL|Amanda|NULL|Baker|NULL|2|NULL
10334|IN|0|NULL|Stephanie|S|Baker|NULL|0|NULL
10335|IN|0|NULL|Jay|C|Gutierrez|NULL|0|NULL
10336|IN|0|NULL|Hailey|NULL|Baker|NULL|0|NULL
10337|IN|0|NULL|Jay|M|Torres|NULL|0|NULL
10338|IN|0|NULL|Jay|A|Dominguez|NULL|1|NULL
10339|IN|0|NULL|Maria|K|Baker|NULL|0|NULL
10340|IN|0|NULL|Gabrielle|D|Baker|NULL|0|NULL
10341|IN|0|NULL|Jay|NULL|Gill|NULL|1|NULL
10342|IN|0|NULL|Rebecca|NULL|Baker|NULL|0|NULL
10343|IN|0|NULL|Madeline|NULL|Baker|NULL|2|NULL
10344|IN|0|NULL|Jay|NULL|Vazquez|NULL|1|NULL
10345|IN|0|NULL|Sophia|F|Baker|NULL|0|NULL
10346|IN|0|NULL|Mary|NULL|Baker|NULL|2|NULL
10347|IN|0|NULL|Jay|M|Browning|NULL|0|NULL
10348|IN|0|NULL|Amber|NULL|Baker|NULL|0|NULL
10349|IN|0|NULL|Jay|NULL|Serrano|NULL|2|NULL
10350|IN|0|NULL|Courtney|A|Baker|NULL|2|NULL
10351|IN|0|NULL|Jay|D|Ramos|NULL|0|NULL
10352|IN|0|NULL|Jenna|J|Baker|NULL|0|NULL
10353|IN|0|NULL|Jordan|P|Baker|NULL|0|NULL
10354|IN|0|NULL|Jay|NULL|Carlson|NULL|1|NULL
10355|IN|0|NULL|Sierra|NULL|Baker|NULL|0|NULL
10356|IN|0|NULL|Bailey|NULL|Baker|NULL|0|NULL
10357|IN|0|NULL|Arturo|NULL|Luo|NULL|0|NULL
10358|IN|0|NULL|Jay|C|Suarez|NULL|0|NULL
10359|IN|0|NULL|Jay|NULL|Sanz|NULL|1|NULL
10360|IN|0|NULL|Jay|NULL|Rubio|NULL|2|NULL
10361|IN|0|NULL|Mackenzie|NULL|Baker|NULL|0|NULL
10362|IN|0|NULL|Tabitha|NULL|Suri|NULL|1|NULL
10363|IN|0|NULL|Gabriella|NULL|Baker|NULL|0|NULL
10364|IN|0|NULL|Sara|M|Baker|NULL|0|NULL
10365|IN|0|NULL|Tabitha|M|Kapoor|NULL|0|NULL
10366|IN|0|NULL|Jada|G|Baker|NULL|2|NULL
10367|IN|0|NULL|Katelyn|E|Baker|NULL|2|NULL
10368|IN|0|NULL|Tabitha|R|Patel|NULL|1|NULL
10369|IN|0|NULL|Savannah|C|Baker|NULL|1|NULL
10370|IN|0|NULL|Tabitha|NULL|Kovar|NULL|0|NULL
10371|IN|0|NULL|Tabitha|NULL|Sai|NULL|0|NULL
10372|IN|0|NULL|Kaylee|NULL|Baker|NULL|1|NULL
10373|IN|0|NULL|Arturo|NULL|Yuan|NULL|2|NULL
10374|IN|0|NULL|Allison|NULL|Baker|NULL|2|NULL
10375|IN|0|NULL|Tabitha|E|Arthur|NULL|1|NULL
10376|IN|0|NULL|Andrea|L|Baker|NULL|2|NULL
10377|IN|0|NULL|Chloe|NULL|Gonzalez|NULL|1|NULL
10378|IN|0|NULL|Julia|W|Gonzalez|NULL|0|NULL
10379|IN|0|NULL|Tabitha|NULL|Smith|NULL|0|NULL
10380|IN|0|NULL|Jennifer|NULL|Gonzalez|NULL|0|NULL
10381|IN|0|NULL|Kaitlyn|A|Gonzalez|NULL|2|NULL
10382|IN|0|NULL|Morgan|NULL|Gonzalez|NULL|0|NULL
10383|IN|0|NULL|Tabitha|D|Prasad|NULL|1|NULL
10384|IN|0|NULL|Isabella|L|Gonzalez|NULL|0|NULL
10385|IN|0|NULL|Natalie|NULL|Gonzalez|NULL|0|NULL
10386|IN|0|NULL|Tabitha|W|Sara|NULL|0|NULL
10387|IN|0|NULL|Sydney|NULL|Gonzalez|NULL|2|NULL
10388|IN|0|NULL|Tabitha|Y|Rana|NULL|0|NULL
10389|IN|0|NULL|Katherine|NULL|Gonzalez|NULL|0|NULL
10390|IN|0|NULL|Tabitha|C|Subram|NULL|0|NULL
10391|IN|0|NULL|Tabitha|I|Mehta|NULL|0|NULL
10392|IN|0|NULL|Amanda|A|Gonzalez|NULL|0|NULL
10393|IN|0|NULL|Arturo|W|Kumar|NULL|0|NULL
10394|IN|0|NULL|Tabitha|NULL|Garcia|NULL|0|NULL
10395|IN|0|NULL|Tabitha|A|Fernandez|NULL|0|NULL
10396|IN|0|NULL|Stephanie|L|Gonzalez|NULL|0|NULL
10397|IN|0|NULL|Tabitha|NULL|Martinez|NULL|0|NULL
10398|IN|0|NULL|Hailey|R|Gonzalez|NULL|1|NULL
10399|IN|0|NULL|Jordan|J|Young|NULL|2|NULL
10400|IN|0|NULL|Sierra|J|Young|NULL|0|NULL
10401|IN|0|NULL|Tabitha|A|Gonzalez|NULL|0|NULL
10402|IN|0|NULL|Bailey|R|Young|NULL|1|NULL
10403|IN|0|NULL|Mackenzie|NULL|Young|NULL|2|NULL
10404|IN|0|NULL|Gabriella|M|Young|NULL|0|NULL
10405|IN|0|NULL|Sara|NULL|Young|NULL|2|NULL
10406|IN|0|NULL|Tabitha|M|Rodriguez|NULL|0|NULL
10407|IN|0|NULL|Janet|NULL|Young|NULL|0|NULL
10408|IN|0|NULL|Tabitha|E|Sanchez|NULL|0|NULL
10409|IN|0|NULL|Katelyn|W|Young|NULL|0|NULL
10410|IN|0|NULL|Savannah|NULL|Young|NULL|1|NULL
10411|IN|0|NULL|Tabitha|C|Perez|NULL|0|NULL
10412|IN|0|NULL|Tabitha|NULL|Martin|NULL|0|NULL
10413|IN|0|NULL|Kaylee|S|Young|NULL|0|NULL
10414|IN|0|NULL|Allison|R|Young|NULL|1|NULL
10415|IN|0|NULL|Tabitha|L|Gomez|NULL|0|NULL
10416|IN|0|NULL|Arturo|NULL|Lal|NULL|0|NULL
10417|IN|0|NULL|Tabitha|M|Ruiz|NULL|0|NULL
10418|IN|0|NULL|Tabitha|J|Diaz|NULL|1|NULL
10419|IN|0|NULL|Andrea|NULL|Young|NULL|2|NULL
10420|IN|0|NULL|Chloe|NULL|Hernandez|NULL|1|NULL
10421|IN|0|NULL|Tabitha|L|Hernandez|NULL|0|NULL
10422|IN|0|NULL|Julia|L|Hernandez|NULL|0|NULL
10423|IN|0|NULL|Jennifer|NULL|Hernandez|NULL|0|NULL
10424|IN|0|NULL|Kaitlyn|S|Hernandez|NULL|1|NULL
10425|IN|0|NULL|Morgan|NULL|Hernandez|NULL|0|NULL
10426|IN|0|NULL|Tabitha|NULL|Alvarez|NULL|2|NULL
10427|IN|0|NULL|Isabella|NULL|Hernandez|NULL|1|NULL
10428|IN|0|NULL|Tabitha|NULL|Jimenez|NULL|1|NULL
10429|IN|0|NULL|Natalie|L|Hernandez|NULL|0|NULL
10430|IN|0|NULL|Tabitha|NULL|Moreno|NULL|0|NULL
10431|IN|0|NULL|Alexandra|C|Hernandez|NULL|0|NULL
10432|IN|0|NULL|Tabitha|A|Munoz|NULL|0|NULL
10433|IN|0|NULL|Sydney|NULL|Hernandez|NULL|2|NULL
10434|IN|0|NULL|Katherine|NULL|Hernandez|NULL|0|NULL
10435|IN|0|NULL|Amanda|NULL|Hernandez|NULL|1|NULL
10436|IN|0|NULL|Tabitha|NULL|Alonso|NULL|0|NULL
10437|IN|0|NULL|Stephanie|V|Hernandez|NULL|0|NULL
10438|IN|0|NULL|Tabitha|M|Romero|NULL|0|NULL
10439|IN|0|NULL|Tabitha|NULL|Navarro|NULL|2|NULL
10440|IN|0|NULL|Hailey|A|Hernandez|NULL|0|NULL
10441|IN|0|NULL|Arturo|NULL|Sharma|NULL|0|NULL
10442|IN|0|NULL|Tabitha|A|Gutierrez|NULL|1|NULL
10443|IN|0|NULL|Tabitha|NULL|Torres|NULL|0|NULL
10444|IN|0|NULL|Tabitha|T|Dominguez|NULL|0|NULL
10445|IN|0|NULL|Maria|NULL|Hernandez|NULL|0|NULL
10446|IN|0|NULL|Gabrielle|A|Hernandez|NULL|2|NULL
10447|IN|0|NULL|Tabitha|L|Gill|NULL|1|NULL
10448|IN|0|NULL|Haley|L|Hernandez|NULL|1|NULL
10449|IN|0|NULL|Tabitha|E|Vazquez|NULL|0|NULL
10450|IN|0|NULL|Rebecca|NULL|Hernandez|NULL|0|NULL
10451|IN|0|NULL|Tabitha|NULL|Blanco|NULL|0|NULL
10452|IN|0|NULL|Madeline|NULL|Hernandez|NULL|0|NULL
10453|IN|0|NULL|Sophia|NULL|Hernandez|NULL|0|NULL
10454|IN|0|NULL|Mary|D|Hernandez|NULL|1|NULL
10455|IN|0|NULL|Tabitha|NULL|Serrano|NULL|1|NULL
10456|IN|0|NULL|Amber|NULL|Hernandez|NULL|0|NULL
10457|IN|0|NULL|Tabitha|NULL|Ramos|NULL|0|NULL
10458|IN|0|NULL|Courtney|NULL|Hernandez|NULL|0|NULL
10459|IN|0|NULL|Jenna|E|Hernandez|NULL|2|NULL
10460|IN|0|NULL|Tabitha|NULL|Carlson|NULL|2|NULL
10461|IN|0|NULL|Tabitha|NULL|Suarez|NULL|0|NULL
10462|IN|0|NULL|Jordan|NULL|Hernandez|NULL|0|NULL
10463|IN|0|NULL|Sierra|NULL|Hernandez|NULL|0|NULL
10464|IN|0|NULL|Arturo|NULL|Shan|NULL|2|NULL
10465|IN|0|NULL|Tabitha|NULL|Sanz|NULL|0|NULL
10466|IN|0|NULL|Bailey|J|Hernandez|NULL|0|NULL
10467|IN|0|NULL|Mackenzie|J|Hernandez|NULL|1|NULL
10468|IN|0|NULL|Gabriella|NULL|Hernandez|NULL|0|NULL
10469|IN|0|NULL|Sara|NULL|Hernandez|NULL|0|NULL
10470|IN|0|NULL|Jan|L|Hernandez|NULL|0|NULL
10471|IN|0|NULL|Kari|NULL|Suri|NULL|2|NULL
10472|IN|0|NULL|Katelyn|L|Hernandez|NULL|0|NULL
10473|IN|0|NULL|Kari|S|Kim|NULL|0|NULL
10474|IN|0|NULL|Savannah|F|Hernandez|NULL|1|NULL
10475|IN|0|NULL|Kari|M|Chapman|NULL|1|NULL
10476|IN|0|NULL|Kaylee|T|Hernandez|NULL|0|NULL
10477|IN|0|NULL|Allison|M|Hernandez|NULL|1|NULL
10478|IN|0|NULL|Andrea|D|Hernandez|NULL|0|NULL
10479|IN|0|NULL|Kari|C|Vance|NULL|0|NULL
10480|IN|0|NULL|Chloe|W|King|NULL|0|NULL
10481|IN|0|NULL|Julia|C|King|NULL|2|NULL
10482|IN|0|NULL|Jennifer|C|King|NULL|2|NULL
10483|IN|0|NULL|Kaitlyn|NULL|King|NULL|1|NULL
10484|IN|0|NULL|Kari|J|Malhotra|NULL|0|NULL
10485|IN|0|NULL|Kari|E|Sai|NULL|0|NULL
10486|IN|0|NULL|Arturo|T|Jai|NULL|0|NULL
10487|IN|0|NULL|Morgan|NULL|King|NULL|1|NULL
10488|IN|0|NULL|Isabella|E|King|NULL|0|NULL
10489|IN|0|NULL|Natalie|L|King|NULL|1|NULL
10490|IN|0|NULL|Alexandra|C|King|NULL|1|NULL
10491|IN|0|NULL|Kari|G|Madan|NULL|1|NULL
10492|IN|0|NULL|Sydney|L|King|NULL|0|NULL
10493|IN|0|NULL|Kari|A|Smith|NULL|0|NULL
10494|IN|0|NULL|Katherine|A|King|NULL|0|NULL
10495|IN|0|NULL|Kari|W|Prasad|NULL|2|NULL
10496|IN|0|NULL|Kari|K|Schmidt|NULL|0|NULL
10497|IN|0|NULL|Amanda|J|King|NULL|2|NULL
10498|IN|0|NULL|Stephanie|W|King|NULL|0|NULL
10499|IN|0|NULL|Hailey|A|King|NULL|2|NULL
10500|IN|0|NULL|Kari|NULL|Raman|NULL|0|NULL
10501|IN|0|NULL|Maria|E|King|NULL|0|NULL
10502|IN|0|NULL|Gabrielle|NULL|King|NULL|0|NULL
10503|IN|0|NULL|Kari|NULL|Subram|NULL|0|NULL
10504|IN|0|NULL|Kari|V|Mehta|NULL|0|NULL
10505|IN|0|NULL|Joan|E|King|NULL|1|NULL
10506|IN|0|NULL|Rebecca|NULL|King|NULL|0|NULL
10507|IN|0|NULL|Kari|NULL|Garcia|NULL|2|NULL
10508|IN|0|NULL|Arturo|P|Pal|NULL|2|NULL
10509|IN|0|NULL|Kari|NULL|Fernandez|NULL|0|NULL
10510|IN|0|NULL|Madeline|B|King|NULL|2|NULL
10511|IN|0|NULL|Sophia|NULL|King|NULL|1|NULL
10512|IN|0|NULL|Kari|NULL|Lopez|NULL|0|NULL
10513|IN|0|NULL|Kari|NULL|Martinez|NULL|0|NULL
10514|IN|0|NULL|Mary|O|King|NULL|2|NULL
10515|IN|0|Ms.|Amber|S|King|NULL|2|NULL
10516|IN|0|NULL|Courtney|L|King|NULL|1|NULL
10517|IN|0|NULL|Kari|NULL|Rodriguez|NULL|2|NULL
10518|IN|0|NULL|Jenna|R|King|NULL|1|NULL
10519|IN|0|NULL|Jordan|J|King|NULL|1|NULL
10520|IN|0|NULL|Bailey|A|King|NULL|0|NULL
10521|IN|0|NULL|Kari|T|Sanchez|NULL|0|NULL
10522|IN|0|NULL|Mackenzie|M|King|NULL|0|NULL
10523|IN|0|NULL|Kari|L|Perez|NULL|0|NULL
10524|IN|0|NULL|Gabriella|NULL|King|NULL|0|NULL
10525|IN|0|NULL|Sara|NULL|King|NULL|1|NULL
10526|IN|0|NULL|Kari|NULL|Gomez|NULL|0|NULL
10527|IN|0|NULL|Kari|L|Ruiz|NULL|1|NULL
10528|IN|0|NULL|Jan|NULL|King|NULL|0|NULL
10529|IN|0|NULL|Katelyn|NULL|King|NULL|0|NULL
10530|IN|0|NULL|Arturo|NULL|Andersen|NULL|2|NULL
10531|IN|0|NULL|Savannah|H|King|NULL|1|NULL
10532|IN|0|NULL|Kaylee|T|King|NULL|0|NULL
10533|IN|0|NULL|Allison|M|King|NULL|0|NULL
10534|IN|0|NULL|Kari|NULL|Hernandez|NULL|0|NULL
10535|IN|0|NULL|Andrea|K|King|NULL|1|NULL
10536|IN|0|NULL|Kari|C|Alvarez|NULL|0|NULL
10537|IN|0|NULL|Chloe|NULL|Wright|NULL|0|NULL
10538|IN|0|NULL|Julia|M|Wright|NULL|0|NULL
10539|IN|0|NULL|Kari|S|Moreno|NULL|0|NULL
10540|IN|0|NULL|Jennifer|NULL|Wright|NULL|2|NULL
10541|IN|0|NULL|Kaitlyn|G|Wright|NULL|1|NULL
10542|IN|0|NULL|Kari|NULL|Muñoz|NULL|2|NULL
10543|IN|0|NULL|Kari|A|Alan|NULL|1|NULL
10544|IN|0|NULL|Kari|NULL|Romero|NULL|0|NULL
10545|IN|0|NULL|Kari|NULL|Navarro|NULL|0|NULL
10546|IN|0|NULL|Morgan|NULL|Wright|NULL|2|NULL
10547|IN|0|NULL|Kari|NULL|Gutierrez|NULL|2|NULL
10548|IN|0|NULL|Isabella|D|Wright|NULL|2|NULL
10549|IN|0|NULL|Natalie|J|Wright|NULL|2|NULL
10550|IN|0|NULL|Arturo|C|Raje|NULL|0|NULL
10551|IN|0|NULL|Kari|NULL|Torres|NULL|0|NULL
10552|IN|0|NULL|Alexandra|E|Wright|NULL|0|NULL
10553|IN|0|NULL|Sydney|S|Wright|NULL|1|NULL
10554|IN|0|NULL|Katherine|NULL|Wright|NULL|1|NULL
10555|IN|0|NULL|Kari|S|Dominguez|NULL|0|NULL
10556|IN|0|Ms.|Amanda|NULL|Wright|NULL|0|NULL
10557|IN|0|NULL|Stephanie|V|Wright|NULL|0|NULL
10558|IN|0|NULL|Kari|A|Gill|NULL|0|NULL
10559|IN|0|NULL|Maria|D|Wright|NULL|0|NULL
10560|IN|0|NULL|Gabrielle|NULL|Wright|NULL|0|NULL
10561|IN|0|NULL|Haley|NULL|Wright|NULL|2|NULL
